"Ytemp","1","2","3","4","5","6","7","8","9","10","1","2","3","4","5","6","7","8","9","10","1","2","3","4","5","6","7","8","9","10","1","2","3","4","5","6","7","8","9","10","1","2","3","4","5","6","7","8","9","10","1","2","3","4","5","6","7","8","9","10","1","2","3","4","5","6","7","8","9","10","1","2","3","4","5","6","7","8","9","10","1","2","3","4","5","6","7","8","9","10","1","2","3","4","5","6","7","8","9","10"
"1",0,0,0,5.01720469287326,0,4.85555445922344,0,0,0,0,2.83931427329256,49.3617391239219,42.6765774750055,30.7701096850724,13.7426283230139,21.4038781492872,23.9537607469932,24.6096678525563,38.0710453460729,14.8488812212447,9.8629637289495,4,5,4,5,3,3,3,4,3,4,"3","3","3","3","3","3","3","3","3","3","e","e","e","e","e","e","e","e","e","e",10,10,10,10,10,10,10,10,10,10,-0.685003752643286,1.57718764159392,-0.0143731622228104,0.338381414469724,0.253732606849044,0.698677225132229,1.19432617872603,0.813080365228686,-1.18240328999371,-0.0117851196638939,"9","9","9","9","9","9","9","9","9","9",0.647273882343434,0.520577493333258,0.385225468056742,0.925851969148498,0.759187309972476,0.502509303502738,0.635193349351175,0.63038144782884,0.398369788953569,0.110325357776601,5,1,2,2,4,6,3,4,4,6
"2",0,3.26953651505579,6.45718493230509,4.61170090713289,7.8905181742177,0,4.96233020488274,0,0,0,5.73522376102344,28.2674155517729,25.9733043567786,37.4648249988616,14.867307935371,23.0992369691214,36.3225032785712,29.8195288411248,27.4513810885549,30.3167242632786,26.3394375358643,4,4,5,3,6,5,7,3,3,6,"4","4","4","4","4","4","4","4","4","4","d","d","d","d","d","d","d","d","d","d",10,10,10,10,10,10,10,10,10,10,1.10886880924616,-2.160461084176,-0.576086558407912,-0.337568884796888,1.57165765336123,1.69944769950113,-0.438094866900212,0.218361956402865,-0.0481174669425387,0.481140160999025,"4","4","4","4","4","4","4","4","4","4",0.126032476499677,0.625803503703792,0.836536759748124,0.123112160153687,0.429507593610324,0.485677979402244,0.774044688974973,0.392060336540453,0.787390660126694,0.942240836999845,4,4,3,7,3,4,2,1,8,4
"3",0,0,0,4.91177461881369,4.73875453690544,6.59860307412906,0,5.22079908016148,0,4.39570612159689,0,18.2314576760869,17.7316133243615,40.243795087267,37.4852427246199,41.0537412087314,22.4989780122822,21.5009047851289,9.26731565192667,26.8587560758885,25.738770269267,2,2,6,5,6,2,4,2,2,2,"1","1","1","1","1","1","1","1","1","1","j","j","j","j","j","j","j","j","j","j",10,10,10,10,10,10,10,10,10,10,1.32671579581209,1.31051068988766,-0.07678005508477,-0.263995218966094,-0.682182694622996,0.264373029862552,-0.311088850946767,-0.213680365857351,-0.292898852630614,-1.02981218343916,"8","8","8","8","8","8","8","8","8","8",0.191881438156124,0.545613616674673,0.851242470198777,0.314238972638268,0.436172719877213,0.2833651102148,0.740499012116343,0.738674353170209,0.16949397228891,0.717118471921422,5,3,4,6,2,2,8,8,5,3
"4",1,0,7.90898571652464,0,5.0760550422444,7.23460718431932,5.03294241042314,3.5412718614763,3.64495818000634,5.13976225010456,4.40108745793145,28.13553748569,30.7792432103082,25.7456554511608,25.0840178609015,21.0454186587319,21.2317813326104,20.8861168732533,22.9686325828482,19.0398362634442,17.6388797556918,5,3,3,8,7,7,2,6,4,6,"2","2","2","2","2","2","2","2","2","2","e","e","e","e","e","e","e","e","e","e",10,10,10,10,10,10,10,10,10,10,-0.472731141425442,2.07631563449139,-0.441671699631497,-0.951725295188691,-0.481648703174546,1.15801197867296,0.208301237969573,0.924425069507755,0.50332744843395,-0.403495467494189,"6","6","6","6","6","6","6","6","6","6",0.68140127198305,0.754287820179015,0.627155850455165,0.891627276591025,0.682522898931056,0.161564614085946,0.468419213746674,0.832532568075694,0.14042524399003,0.444476827089675,5,7,7,3,2,4,8,3,2,2
"5",1,0,0,0,0,0,5.87387596955838,0,0,0,0,11.0602780925144,50.8779352063639,18.4824491075752,25.8906080190652,48.6252448026066,29.2453202780021,11.5381234671626,19.0899058127107,9.02714294245007,19.6412530627937,6,6,3,6,1,6,6,5,3,4,"2","2","2","2","2","2","2","2","2","2","d","d","d","d","d","d","d","d","d","d",10,10,10,10,10,10,10,10,10,10,0.514046966847849,0.0511749509344853,-2.16688829386871,-0.0492204451960972,-0.386045940687733,-1.92244652073435,-1.55532782600523,1.99316787796482,-0.901601305240184,-0.741155858037632,"4","4","4","4","4","4","4","4","4","4",0.400338029512204,0.896673087435774,0.936766163075808,0.502010089894757,0.961479418275412,0.84494158153655,0.69558026046725,0.685526082264259,0.737978745838627,0.374295534789562,1,5,8,1,4,3,2,5,3,4
"6",1,5.20417778188825,4.01863054318504,0,5.81160739184849,0,0,4.02895645182062,0,4.0310376202708,0,14.325190140968,28.6184354257834,26.5310832694933,12.4675439174631,32.1470109959341,26.5309433120205,22.6181079415756,24.0398469146053,22.322755972584,21.537896335841,5,3,8,2,5,3,5,5,6,4,"5","5","5","5","5","5","5","5","5","5","h","h","h","h","h","h","h","h","h","h",10,10,10,10,10,10,10,10,10,10,1.40357069880683,1.38327489576558,0.999050188904425,-1.17054586938889,0.640340520893416,-1.27888047358741,0.528007534962892,-0.952519021164827,0.526239268218796,0.71528751334141,"10","10","10","10","10","10","10","10","10","10",0.207908248556778,0.931431515088771,0.602042209699284,0.150147529030219,0.727670223177411,0.862988651164342,0.753530686337035,0.946806803229265,0.515751167070121,0.948675344379153,7,6,6,4,4,4,2,1,6,4
"7",1,0,3.37628131324683,0,4.80682300041356,0,0,0,0,5.13712893311768,0,28.5820815837806,14.1978435361605,34.0505724321473,23.2199213490791,27.2270190589499,40.5988328867586,26.2723015220672,15.2408193151291,38.6285729770441,26.9744451463541,2,4,3,4,5,5,5,5,4,7,"3","3","3","3","3","3","3","3","3","3","a","a","a","a","a","a","a","a","a","a",10,10,10,10,10,10,10,10,10,10,-0.931302212260064,0.263785215247405,1.60487663570469,0.126183070655644,0.133377909168093,-1.46376031891817,-0.446326021236683,0.116645896842088,0.632935847635513,0.876342521853005,"6","6","6","6","6","6","6","6","6","6",0.154498085230589,0.607477707162034,0.747815936866682,0.82084449885413,0.584419046051335,0.519365051088389,0.762568534407765,0.161844919389114,0.204991167732514,0.62257545451168,6,3,1,4,6,5,4,2,2,2
"8",0,0,4.20276335835955,4.63680722040488,6.36855260641193,0,0,0,0,0,6.47563517835112,17.255527689055,29.6081389688512,39.9963707883448,19.7912860393047,17.5457903654775,15.5694397042889,34.733420876562,15.0567246049942,31.5074723475915,22.9599409256789,5,3,5,6,0,3,1,5,5,2,"2","2","2","2","2","2","2","2","2","2","i","i","i","i","i","i","i","i","i","i",10,10,10,10,10,10,10,10,10,10,0.378760773256208,0.240572355759515,0.770398078386059,-0.442266684431836,1.89653579322212,1.3307196828012,0.800996950731531,-0.184746613449764,-0.572734797626666,-0.0490927140214907,"1","1","1","1","1","1","1","1","1","1",0.163479674926493,0.936424597124569,0.636464650987182,0.249792388132773,0.815701814864296,0.348921049521305,0.483310729016084,0.961033413396217,0.330087299484294,0.367897487434093,1,6,3,4,7,3,3,6,3,9
"9",0,4.07470290158591,0,4.28796596563917,0,5.55646568288653,5.13186688580348,4.10166133028386,0,6.74158111873666,4.66184477397605,21.0493030578414,24.7606612705691,33.0574095472798,19.9538346339117,16.1265413135445,17.0861232781474,38.6520108834856,27.6628685551814,16.8792575660594,15.4658566366862,2,5,5,5,6,5,3,8,5,5,"1","1","1","1","1","1","1","1","1","1","e","e","e","e","e","e","e","e","e","e",10,10,10,10,10,10,10,10,10,10,0.0991629435379256,-0.396234167269887,-0.711641353714645,2.79762114856774,0.245072902751506,0.520433939560662,-0.431310532464783,1.54507660540073,-2.09858752650003,0.771544297861814,"8","8","8","8","8","8","8","8","8","8",0.282715804786421,0.319742136311252,0.955729778467212,0.38000524178613,0.323286051291507,0.688967491050717,0.365432591596618,0.191438520844094,0.214470074151177,0.444503957480192,7,5,4,3,1,5,3,5,5,4
