"Ytemp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",1,0.0692504674398303,-0.335173514298638,1.55638857277345,-2.11376838896548,0.0442192732724458,-0.800016976445706,-0.238569477507124,1.1656486614022,-0.919022915331514,1.16116734826848,0.830849797129237,-1.89211065636111,0.427208162463227,0.222967122962715,0.880364058415166,-0.145886139921887,-1.65852426017553,0.142127101403409,0.559051507766369,-0.112519664571715,-0.00380857160913054,-1.24679211270127,0.770634745503475,-0.543190130253444,1.21670844831878,1.86946323200302,1.68966954636946,0.075448916298643,2.24772763661416,-0.974571841197747,-0.851339874365887,1.36377045526371,-0.716608884739495,-0.325691264145426,-0.111323064454395,-1.34842300071091,-0.928208904695196,-0.0418044499224793,0.935972573367479,0.0785821922586364,1.11867254301479,0.428095532074591,1.22040041649891,0.798006159009365,0.544512617893508,-0.661815026960128,0.713380530797636,-0.27470284608531,0.474224635240819,-0.0671167493341101,-0.371305195633448,2.05862355929801,-1.1577429014438,0.219176976267621,1.17810556002955,0.415299238216857,2.19830961209932,0.926962801198382,-0.91076779992256,0.947824450574062,-1.24048912703665,0.304476335424106,-1.70303952722318,1.13229427055241,-1.72835893385447,0.271139471551613,-0.478650725760224,-0.444074814505239,-0.749555232405042,-1.6372017580622,-1.58587839254268,-1.08399648872004,1.7245376459629,0.0342708632889465,1.65907069603071,-1.02908748515855,-0.56654184942532,-2.32111029994853,0.867132588318649,-0.364316517360421,0.925757505182147,1.34572057647821,1.01882811823117,1.03478516558266,-1.33017657084427,1.60523696570119,1.29401697610155,1.65978656725015,-0.622707929741969,-1.7665865572672,-1.33494383944254,0.172433367976763,-0.581289326431442,0.717974043635997,-0.864834800922343,0.500447079892793,-0.361579929216283,1.18325124901653,1.24287941188457,-0.414247646473208
"2",0,0.187944072858,0.539760043608915,-0.787438485616365,1.39741662353711,0.394017800502592,0.15736046121613,-1.27268586863802,0.0343045910007771,-0.810935043440966,-0.245581249476465,0.141883441141718,-0.257020237738031,-0.76365557784214,-0.0996624696143665,-0.0337175883029243,-0.378537721046439,0.585365475764572,-0.61294689309041,-0.216269314478424,0.0305364446182176,-2.25038038728456,-0.852493354620764,0.388049091219136,-1.95184504604072,0.757658108035883,0.64187913378687,0.895231887669012,0.308099224516654,1.4790497439717,-1.63438903780195,0.890520420505151,-0.0666148588639486,0.374549978834859,0.662813262057798,-1.20377845762352,0.174834511445423,1.00299581794991,-0.841191291780802,0.0456934321602905,0.423847659620408,-0.886768593809068,0.193815031216135,-1.10372090161999,-1.40496051028511,-1.4100543338682,0.0461729127096341,0.471400043869513,0.599824909651483,-0.0199941227151226,-0.344702874733414,0.350804492014891,1.15421421320591,0.0578996444016617,0.224006407538322,1.30449391990502,-1.57785722373745,1.28730401225763,0.793693362902894,-0.30493884684118,1.7332839252354,0.68277514733738,-0.411732492025231,-0.370078715238227,-0.431457592945793,-1.07830631940965,0.0230340970617648,1.75061063450521,-0.126884064433861,0.788987583553487,-2.77646153928732,-1.04865236246831,-0.608637592626289,-0.729493547573729,-0.36599469140066,0.26342900273464,-0.118439046979692,2.57704045068364,-1.44918645819842,-1.00841744086168,-0.512621096248966,-1.0516867267762,0.161767726023261,0.840134014494728,0.35224080024571,0.413601093284297,1.54886909939898,0.612304466286447,0.126607658071538,-1.52136888648214,1.32310974741061,-1.18161694623257,0.00914494680885111,-0.350670031646617,1.32723017218911,1.29850713552024,-0.468631921737508,0.571098997542537,0.488315528086776,-0.0785390258011778,1.85174999364376
"3",1,0.265479522904122,-0.829035394789771,-0.00279145706941721,-0.739806523958741,-1.78889012191745,-0.922505465722306,0.0258315528204892,0.428339864651953,-0.222657261862409,-0.382015714468061,1.1917647830572,-0.0198891442064461,-0.737517611972044,-0.530208202480894,0.701158692320859,-0.653098147580433,1.45614494096331,1.16397936924566,-0.75764643338362,-0.746015593874083,0.182906782406767,-0.477962950621131,0.552309956931879,0.37506205414493,0.429478708262372,-1.28765470815232,-3.26959599756734,2.21427254645812,0.965310454721546,0.420614314660573,-0.549304507437002,0.594770347595481,2.04436544319241,-0.294760924830586,0.302779451672736,-0.0318684847855257,0.211503378352121,0.645930270267962,1.06475935714057,0.20083724854066,-0.628728568047838,-0.385747440721451,1.02912068197535,1.19394910862421,0.232363702644677,1.1013621009412,0.385101144621701,1.39836184418843,0.0130832049943669,0.685203582791363,-0.281180138068743,0.200277652973865,0.676271027089528,0.908665933597507,-0.570429427518867,0.189503421868884,0.28947268685822,-0.161994573070861,0.423097429067879,0.661918068902611,0.31081977671404,-0.70461241880275,1.01087983285519,-1.7865246424462,0.325944226184364,1.56790145428783,1.40172382232761,-0.600989384582609,0.245670578382413,0.589289849073966,1.84063956510119,0.127857125953842,-1.53459893932266,0.429694068451843,-0.807375310286622,-1.11249910173694,-0.918457895333523,0.347259432330494,0.903850016573163,0.068944809846465,-0.719358400880899,-1.42783969000147,-1.24711375484062,-0.620653502266215,-0.31025397427925,-0.328645554013336,-0.511904816291149,-0.94113594602977,-0.863576639548571,0.0720559291986186,0.0731640460739088,0.786211334927369,1.59191075079133,-0.215287450061712,-0.257894203678377,-0.353039946994027,-2.48695163671458,-0.312197110664381,-2.1258146910005,0.738243161527728
"4",0,-1.06629320269401,1.18313987129049,-0.288883098262916,1.24860272228539,-0.342061427073987,1.52690633990649,0.296380524529201,0.983884767936251,-0.638057124587507,-1.05369633438697,1.04148628691363,0.503021682163309,0.73699041651003,-0.319573690145201,0.766288781624487,0.196389340979007,-0.703651701603979,-0.243310472180365,0.740167874279772,1.36972230178988,-0.184043010225925,0.495557913322503,-1.36642249915292,0.776873142335696,-1.379739527509,-0.316435116941307,-0.201889151651957,1.25108335816886,-0.21110238104149,0.674019256358775,0.200731100192597,-0.30740205418415,2.44440110819677,-0.075711685796525,0.36268208783116,0.161602603990498,0.635582546000667,2.02851621643723,-1.03834444879469,0.686026655538193,-0.117650876881921,0.269121039306464,-0.985263653762334,1.4353900645168,0.789306534982023,-1.1074446699481,0.193694551123883,-0.428586162740279,0.476625693902501,-0.451021285132517,-0.765420560217807,0.460909376588395,-0.260605622211302,0.871161756447045,-0.244061395366738,0.603217859585568,-0.640498885007569,-1.61673731490718,0.63693897990535,-1.15762443435923,-0.797923267146242,-0.651044591982222,-0.406398374389525,0.29161070792511,-1.48285079568893,-0.00671056978838267,-0.143757687310233,-1.27039010358334,-1.08095210683426,-0.174961049116531,-0.680018073275816,1.42829305743201,1.52980868035526,-1.28614694712149,0.298049944986168,-0.578210396684088,0.334120136259506,-0.653267206256313,0.424982868229794,0.300075977977666,0.179922637514253,-1.86891969715029,-0.49428052463303,1.35962210366116,2.75389664438858,-0.508584958902866,-0.556162677100785,0.316254974000658,-1.30011596211541,-0.511765173873275,1.00186889568882,-1.19136647918981,-0.909450045238869,0.731498982693994,1.34728791621852,0.961393335963771,0.399243828749404,0.48942420388987,0.139297254681133,-0.598325862808999
"5",0,-3.53435836962645,-0.998498240430386,-1.65092592594336,-0.736816820953142,-1.31699688167133,0.513100403189327,-1.1818669029468,-0.506863872543552,-0.142701349177477,-1.63048236863355,0.83808901159266,-0.451767718105767,1.99813706305908,2.74075416870247,0.592386976504848,0.300663164322026,0.668040932473999,0.423474940562735,-0.00848475251884553,-0.33670659748054,0.336662983084301,0.0402204841992767,0.121967325360303,0.308108103084616,0.212874396772371,1.1023047703153,0.428311648269598,-0.869192857537885,-1.46279190678144,0.0425851393471167,-1.61871982886903,0.0403443891211879,0.659990075700474,-1.35002538404786,0.0309690990117267,-0.772231863667082,-0.147173698227293,-0.786635771875324,-0.713613850321599,-0.147640251832614,0.46836175177244,-1.71473219891817,-0.601044937138335,-1.44258784307567,1.2082299111066,0.0552818841137835,-1.69496861019637,0.265703460421801,0.69481994874748,0.49800468657963,-1.10441618533175,-1.54158179265273,-0.931684585737145,-0.529220880712126,0.537560457044101,0.376081207027301,0.952662249399087,0.98233132373468,0.279036885772476,0.473824102031659,0.55487824218819,-1.33157318635619,-0.412573470599852,0.279875535813946,-1.39940770573038,-0.732005823556741,0.936187729099803,1.36557898813321,-0.12268114853194,0.210239999049544,-0.0091030265996199,0.156858374351485,2.83596879082282,-1.18339481269833,-1.68245390903808,0.545889936906369,0.986084031778535,-0.294611615617935,0.972566941083549,-2.83685218910013,-0.154133632756664,0.216068239488023,0.0471028658771974,-0.247265718731138,-0.352805053465799,-0.380399712269579,-1.50631414055575,0.556691909499978,-1.74883497057,-1.64233533709178,-0.393551166505782,-0.673735210546142,-1.27357033437723,1.81975919930026,0.0747228087903061,1.58253774173,-0.866865737247597,0.247916566707847,-0.105295544753469,0.900477284867827
"6",1,-0.268225927749013,0.00545525620649921,-0.87063418897113,-1.10995811264021,-1.11646755467279,1.01186313992609,-1.39280561220814,1.22180694629852,1.67758903986786,-0.939668411954068,-0.473570899661218,0.333864841364618,-1.049634561771,-0.0369384105065065,0.564948072175997,0.145766038619636,-0.232853283535648,-1.59855592494305,0.902034328295623,0.313223291620614,1.89040246352002,-1.01702840646003,-0.0869461488672696,1.96032034504506,-0.563100252750027,0.711562566096587,-0.269661846138124,0.0389628453183629,-1.11192954309627,-0.930406092396909,-0.507655060488883,0.952350867742005,-0.638411092674718,2.25088642533027,-0.682530691754751,-0.180450971303797,-1.60852382675023,2.495127533174,-0.269123305789719,0.374450748729416,0.284978899359052,-0.654809119686864,0.28509774515858,-2.61803041596309,-1.14285966058867,-0.428589652506102,0.439477565560234,-0.360903064258471,1.24756231901929,-0.719679218314186,-0.8324795659192,-0.360540611161951,-0.985136538099567,1.37533381765215,0.991536911371572,-0.788384274441683,1.2229914620602,0.215980338595244,0.420885339506043,-0.235036466284941,-0.794396469916865,-0.184794883955374,-1.11232834582213,-1.17654335616975,-0.147091304482604,0.766127598611983,-1.58464072245388,-0.909997184957278,-0.228221017631815,1.99147517784152,-0.444447444905488,0.195592378178972,0.231926180445091,-0.0506464806883893,-0.240043104561461,0.213097807996878,-1.16114236431087,1.03019965757576,-0.387302418196722,0.0602406145531064,-0.686085055056412,1.45552807188935,-1.15354835013905,-1.1083321865816,-2.14882070947055,-2.29406802485911,0.696903363849455,0.22109449384439,-1.4770966566066,-0.285797066057895,0.700120787990633,0.722916207057935,0.304869119263709,0.265152286979311,1.41573616525445,1.07722492478273,-1.51398153029607,1.6918925351489,-0.522093810632637,0.358569448883064
"7",0,1.89154069249981,-0.0209687492980453,0.366882859412057,0.830515094290892,0.730522769385091,1.30547865379187,-1.01575801949522,0.222095751717058,-0.440118374461612,-1.03738365112819,-0.269522139719578,-1.05168163684185,0.462731189030339,1.47249576274943,1.42151488896777,-0.818101061642484,1.13975038939995,-0.60130513038407,-0.470552282474363,-1.29414288111072,1.47326441140093,0.0711857886645319,0.226049041617267,-1.98789091093886,-0.838599112012357,0.570252607844348,0.84122003545668,0.885120159419834,-0.251634831425785,0.668722679531032,-1.56571001003818,0.445327020673816,-0.628249577012439,1.02861288595212,-0.675176198983814,-0.0316583265742633,0.745374879514106,-0.673519326651972,0.13362684824231,0.406592208503515,0.0522944552813705,0.0775695440091406,0.484557090380266,-1.25883728865966,1.0803412810536,1.0695148653198,-0.916807294507262,-1.59138993056831,-0.320820771986881,-0.208398800628509,0.78352447711683,-3.41319457806621,-0.153383709896734,1.15603734070437,-0.663655611228562,1.77588778127722,-0.744922451747287,-1.13496804259013,1.26601879521973,1.15037127617146,-0.592956699635073,0.618675963101274,0.632869647874738,0.257827228412611,0.348763813598277,0.351764847956437,-1.17827769845172,-2.08550969304523,-0.920146583846785,-1.1958986780317,-0.500185268588189,-0.773007741769238,-0.618620022722053,0.215131101393922,0.320975186698633,-0.67575058726284,1.85161353360382,0.368239532389578,0.192454791774365,-0.550175203243791,-1.62959383439162,1.26009307260788,-1.12778166955193,1.18301245981183,-0.374529045030226,1.0631142480404,0.538867631631747,-1.22346320203988,2.51891061552108,-0.38313175262791,-0.521047943407075,1.08125335262359,0.667497763319922,-1.18431908015104,0.425874496724376,2.3738764510179,-2.44448907490459,1.32343467124467,0.0660850600576711,-1.01333895196101
"8",1,-1.33530042469392,-1.51559550296746,1.59143355512869,-0.54926520309291,-0.347981126394126,1.87612205327247,0.0488538833441795,1.47350915485963,-1.87449703027732,1.0892232469862,0.157555033046713,-1.00016132767477,-0.344658744467347,1.69920896926785,1.2077282225752,0.637131473434441,-0.393038327493269,0.117687022811068,0.405552733126595,-0.192366415325663,0.547750098224089,0.0378989607050554,-1.21222324000244,0.269906616185652,-1.74490262522898,-0.00997382319117786,-0.278893998547082,0.973617817667441,-0.89118926105006,0.988809880688336,-0.212672967370847,0.557332316421059,1.69545811524792,-0.113892503642618,-0.636026010309199,-1.56478303008497,0.436532439008712,-0.110664733274347,-0.135372190026325,1.46824344180811,0.588789841368624,0.0870379315198974,-0.103166606629913,0.269136606725224,0.226980013572889,0.632585990668895,1.763870856963,1.7104416823852,0.576996397897812,0.674444930583595,0.397708859815788,2.74700176748685,0.935752305458529,-1.15533353693915,0.578652522443818,-0.134686445251031,0.574246970707506,2.18266801578057,-0.0365284214980182,-0.423574033857036,0.563609786674594,0.222900842960011,-1.97036833203119,0.175562382249948,0.10686358302851,1.96412905934653,-2.22924861881779,-0.866533154862388,-1.22343564005278,-1.72779127704741,-0.484688129936354,1.00821869867746,-1.66278489357558,-0.687583793998279,-2.40004177115037,-1.42578213612458,0.131049279836304,-1.32176559422849,-0.791790989880163,0.435232706876204,-2.00592448978111,-0.104789827936611,-1.06252275462062,2.05005497969393,1.31241700657728,-0.894369087105724,0.0330518097211362,-0.332397519874709,-0.345119182220403,0.250085184881248,0.0507657016868254,1.19117865352693,-2.75695443243294,-0.272656941542995,-0.815570765697821,0.250961599678558,0.152804338858564,2.05654134132708,-0.69594006309205,0.500976637980453
"9",1,0.522488042810352,-0.377837964734759,0.998948804650222,1.18951151148596,-1.99848189379742,-0.131194825109479,-0.783779589337979,0.253551226292738,-0.363846914726499,0.183875664620156,-0.877601367815199,-1.82473267800716,0.986751039893915,1.4431230951472,-1.07728722880222,-0.523330245362772,0.492227384852862,-2.85310989777447,1.31276442745198,-2.37492670720878,-1.12934324985183,1.02597653616434,-1.9190897193729,-0.340393464419811,2.2591882429703,-1.66976574766356,-0.102617634453095,-1.35806693465018,-0.737388501861285,0.0625231847161924,-1.13449535144499,-1.71659459593497,0.0737297820733589,-0.62231424256742,-0.854806597468694,1.5303368381905,-0.845464582426376,0.190591342354931,1.42910837636015,0.296694229163912,-1.52069468200782,-1.56390848022989,-0.0387463826976409,-0.39765115336084,-0.485793256376965,-0.429197510620242,0.28076143800079,-0.0530281634620235,0.191660167761958,1.4814073744611,0.907776623679658,-0.412332514661725,0.749770609460257,0.0534170889440816,-0.38325828736181,-0.698848327189248,0.0304885344961339,-1.71211740276573,-1.35154837698505,0.446322574264511,-2.39515611235215,0.439729094343521,0.840918314465534,0.694342243833371,2.01068496087387,-0.649676345722403,-0.316767608341096,-0.258611301398337,-0.966384453823371,0.398775000145839,-0.0231523641811743,-0.489793250031291,0.236391962252138,1.27025323143311,0.144332425231852,-0.973378114628148,-1.18066246961768,-0.0820351636899827,0.895612404815697,-0.904679207879818,-2.12152696874406,-1.00342453869118,-0.761824149128084,0.191643256368491,-0.401411096932563,-1.36243199909402,-0.558044657559027,-2.35155985226215,0.0691868023150332,2.51059482179418,0.323568239542394,2.43462346856546,-0.830394333238281,-1.02621561938805,0.289370466209198,-0.920048905386828,0.86771839018958,-1.36933289862654,-0.495010996874124,-0.00560142336408057
"10",1,-1.05632054969766,-0.730839386014157,-0.841886139519477,-0.0862528014600792,0.0255247567153595,0.127731342931184,-0.879614311653447,0.384620534097473,-1.00453881166249,0.0599992492066886,0.400490445702691,-0.599001696371555,0.255660648912151,-1.7464123993776,-0.0817939050060594,-1.6197650950635,-0.999898209263888,-0.714909179792474,1.3464150590719,0.439962480843481,1.1382770552368,-0.773597463652128,1.41310957350624,0.119718801897825,-0.985475898810667,-0.033010981932916,0.534183214412263,-0.0573420866451109,0.924192567448492,-1.38002768644345,1.49069036979179,-0.387602593471858,0.169720675065027,0.128117636829332,0.449207772958892,-1.41910114556317,-0.588331290719265,-1.21910898116453,0.489751975792081,-0.0352694769876369,0.147811191471836,0.330394767879482,0.276566227238337,0.920792323132486,0.356537118515959,-0.533896668270027,0.743570508291831,-1.60282057882415,-0.62899232271543,-1.09760706494142,-1.17068052774919,0.602418357988791,0.654475951917245,0.326861682968943,-0.242035380867295,-1.03414816873946,2.37413330844039,1.24474723342141,1.22376037325314,-1.38208207210575,-0.152913460213088,1.04995680601728,1.78770293329212,-0.00598494804067129,-0.671585895210432,-0.925205034727921,-0.756585343357176,-0.278272308887638,-0.794898054255276,1.69408130884228,1.41471289295436,-0.00177994623924913,-0.441921758671899,0.892717322131856,-0.751134389135369,0.193611879027158,0.227373608017615,1.48983164445641,2.37705000035037,0.76035008061335,-0.89218225551967,-0.360232682854303,-0.227905802356272,-0.669385606722602,-0.90238717393495,1.50434067703106,0.224262126166016,0.894756782042629,-0.126470908545637,0.441930577891434,-1.13776730449406,-0.780965656335034,-0.948353914888845,0.415652225968501,0.981656994581838,-0.775830964153318,-0.955174102436997,-0.373394599415979,-0.493344452014278,0.674125137405905
